batch,group,tray,tray_type,harv_date,plant,line,isolate,evo_state,strain,leaf,nod,diss,shoot,root,notes
2,7,31,1022-only,15-Aug-17,22,279,D1022.14,derived,Em1022,4,5,YES(5),15.04,3.09,
2,7,35,mix,15-Aug-17,17,267,D1022.14,derived,Em1022,4,6,NO,10.07,3.27,
2,7,35,mix,15-Aug-17,18,313,D1022.14,derived,Em1022,3,7,NO,14.11,3.3,
2,7,31,1022-only,15-Aug-17,5,270,D1022.14,derived,Em1022,5,11,NO,14.54,3.37,
2,7,35,mix,15-Aug-17,26,313,D1022.14,derived,Em1022,3,3,NO,8.49,3.49,"two plants present, picked one"
2,7,34,1022-only,15-Aug-17,16,267,D1022.14,derived,Em1022,4,7,NO,15.51,3.78,cluster
2,7,35,mix,15-Aug-17,21,276,D1022.14,derived,Em1022,4,3,NO,11.05,3.8,
2,7,34,1022-only,15-Aug-17,23,270,D1022.14,derived,Em1022,4,7,NO,12.48,3.86,
2,7,35,mix,15-Aug-17,24,313,D1022.14,derived,Em1022,4,6,NO,15.23,3.87,
2,7,35,mix,15-Aug-17,13,313,D1022.14,derived,Em1022,4,16,NO,16.55,4.19,
2,7,31,1022-only,15-Aug-17,23,276,D1022.14,derived,Em1022,4,5,NO,18.19,6.17,
2,7,31,1022-only,15-Aug-17,18,276,D1022.14,derived,Em1022,5,4,NO,15.71,7.55,
2,7,34,1022-only,15-Aug-17,2,276,D1022.14,derived,Em1022,5,4,NO,16.93,7.67,
2,7,34,1022-only,15-Aug-17,25,267,D1022.14,derived,Em1022,2,2,NO,7.83,8.18,
2,7,31,1022-only,15-Aug-17,25,276,D1022.14,derived,Em1022,6,8,NO,23.73,10.74,
2,8,39,1022-only,16-Aug-17,24,313,D1022.15,derived,Em1022,3,5,NO,8.35,1.85,
2,8,38,mix,16-Aug-17,15,279,D1022.15,derived,Em1022,3,4,NO,7.89,1.99,
2,8,37,1022-only,16-Aug-17,19,313,D1022.15,derived,Em1022,4,7,NO,12.25,2.08,
2,8,38,mix,16-Aug-17,2,313,D1022.15,derived,Em1022,3,3,NO,9.16,2.09,
2,8,39,1022-only,16-Aug-17,19,270,D1022.15,derived,Em1022,4,8,NO,14.71,2.67,
2,8,39,1022-only,16-Aug-17,8,270,D1022.15,derived,Em1022,4,11,YES(5),12.59,2.79,
2,8,37,1022-only,16-Aug-17,23,279,D1022.15,derived,Em1022,4,4,NO,9.98,3.43,
2,8,38,mix,16-Aug-17,14,267,D1022.15,derived,Em1022,4,4,NO,12.63,3.43,"mislabeled as 313, changed to 267"
2,8,39,1022-only,16-Aug-17,14,267,D1022.15,derived,Em1022,3,4,NO,10.91,3.53,
2,8,38,mix,16-Aug-17,1,276,D1022.15,derived,Em1022,6,3,NO,22.69,3.89,
2,8,37,1022-only,16-Aug-17,5,270,D1022.15,derived,Em1022,5,9,YES(5),18.34,4.01,
2,8,38,mix,16-Aug-17,3,267,D1022.15,derived,Em1022,4,4,NO,12.23,4.22,
2,8,39,1022-only,16-Aug-17,16,276,D1022.15,derived,Em1022,3,4,NO,10.99,4.69,
2,8,39,1022-only,16-Aug-17,23,276,D1022.15,derived,Em1022,5,5,NO,16.35,4.71,
2,8,37,1022-only,16-Aug-17,8,313,D1022.15,derived,Em1022,4,4,NO,15.33,4.78,
2,8,38,mix,16-Aug-17,6,270,D1022.15,derived,Em1022,5,8,NO,14.82,4.88,
2,8,39,1022-only,16-Aug-17,1,313,D1022.15,derived,Em1022,4,10,NO,19.11,5.45,
2,8,39,1022-only,16-Aug-17,12,276,D1022.15,derived,Em1022,4,2,NO,12.85,5.57,
2,8,39,1022-only,16-Aug-17,10,267,D1022.15,derived,Em1022,4,5,NO,15.31,5.62,
2,8,39,1022-only,16-Aug-17,18,270,D1022.15,derived,Em1022,5,13,NO,19.92,5.87,
2,8,37,1022-only,16-Aug-17,12,279,D1022.15,derived,Em1022,4,4,NO,13.39,6.67,
2,8,37,1022-only,16-Aug-17,18,267,D1022.15,derived,Em1022,4,5,NO,14.94,6.99,
2,8,37,1022-only,16-Aug-17,3,276,D1022.15,derived,Em1022,5,7,NO,16.58,7.35,
2,8,37,1022-only,16-Aug-17,13,279,D1022.15,derived,Em1022,4,6,NO,17.88,7.64,
2,8,39,1022-only,16-Aug-17,25,279,D1022.15,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,8,39,1022-only,16-Aug-17,17,279,D1022.16,derived,Em1022,3,1,NO,4.32,0.62,
2,8,38,mix,16-Aug-17,9,313,D1022.16,derived,Em1022,3,4,NO,8.37,1.68,
2,8,38,mix,16-Aug-17,5,270,D1022.16,derived,Em1022,5,6,YES(5),17.59,1.87,
2,8,37,1022-only,16-Aug-17,21,267,D1022.16,derived,Em1022,4,4,NO,10.66,2.25,
2,8,37,1022-only,16-Aug-17,26,313,D1022.16,derived,Em1022,3,5,NO,8.02,2.36,
2,8,37,1022-only,16-Aug-17,11,270,D1022.16,derived,Em1022,4,6,NO,8.76,2.52,
2,8,39,1022-only,16-Aug-17,11,279,D1022.16,derived,Em1022,2,3,NO,5.2,2.72,
2,8,39,1022-only,16-Aug-17,22,267,D1022.16,derived,Em1022,4,5,YES(5),12.69,2.87,
2,8,39,1022-only,16-Aug-17,20,313,D1022.16,derived,Em1022,3,8,NO,10.64,2.95,
2,8,38,mix,16-Aug-17,7,313,D1022.16,derived,Em1022,4,3,NO,10,2.96,
2,8,37,1022-only,16-Aug-17,22,267,D1022.16,derived,Em1022,5,9,NO,20.08,3.49,
2,8,38,mix,16-Aug-17,8,276,D1022.16,derived,Em1022,4,3,NO,9.07,3.75,
2,8,37,1022-only,16-Aug-17,15,279,D1022.16,derived,Em1022,4,10,NO,15.4,4.1,
2,8,39,1022-only,16-Aug-17,6,270,D1022.16,derived,Em1022,5,10,NO,17.95,4.39,
2,8,37,1022-only,16-Aug-17,20,279,D1022.16,derived,Em1022,4,5,NO,10.39,4.56,
2,8,39,1022-only,16-Aug-17,4,267,D1022.16,derived,Em1022,4,3,NO,16.33,5.02,
2,8,37,1022-only,16-Aug-17,14,270,D1022.16,derived,Em1022,5,10,NO,14.55,5.11,
2,8,37,1022-only,16-Aug-17,7,270,D1022.16,derived,Em1022,6,7,NO,23.04,5.17,
2,8,38,mix,16-Aug-17,10,276,D1022.16,derived,Em1022,5,3,NO,13.55,5.35,
2,8,38,mix,16-Aug-17,4,276,D1022.16,derived,Em1022,5,6,NO,19.45,5.91,
2,8,39,1022-only,16-Aug-17,5,267,D1022.16,derived,Em1022,4,6,NO,16.8,5.96,
2,8,39,1022-only,16-Aug-17,3,313,D1022.16,derived,Em1022,4,11,NO,17.69,5.98,
2,8,37,1022-only,16-Aug-17,17,276,D1022.16,derived,Em1022,4,3,NO,11.46,7.49,
2,8,39,1022-only,16-Aug-17,9,276,D1022.16,derived,Em1022,5,8,NO,16.16,7.69,
2,8,38,mix,16-Aug-17,11,279,D1022.16,derived,Em1022,5,11,NO,22.69,7.74,
2,9,43,mix,17-Aug-17,13,270,D1022.17,derived,Em1022,0,0,NO,2.19,0.11,very little growth
2,9,42,1022-only,17-Aug-17,23,270,D1022.17,derived,Em1022,1,0,NO,1.52,0.6,
2,9,41,1022-only,17-Aug-17,16,279,D1022.17,derived,Em1022,3,0,NO,5.18,0.71,
2,9,41,1022-only,17-Aug-17,26,279,D1022.17,derived,Em1022,3,0,NO,5.36,0.88,
2,9,42,1022-only,17-Aug-17,12,313,D1022.17,derived,Em1022,3,6,NO,8.39,1.53,
2,9,42,1022-only,17-Aug-17,26,313,D1022.17,derived,Em1022,3,3,NO,7.54,1.97,
2,9,41,1022-only,17-Aug-17,20,270,D1022.17,derived,Em1022,3,6,YES(5),7.51,2.19,
2,9,43,mix,17-Aug-17,26,313,D1022.17,derived,Em1022,4,6,YES(5),9.74,2.42,
2,9,41,1022-only,17-Aug-17,9,313,D1022.17,derived,Em1022,3,6,YES(5),8.95,2.45,
2,9,41,1022-only,17-Aug-17,6,313,D1022.17,derived,Em1022,4,8,NO,9.11,2.46,
2,9,43,mix,17-Aug-17,23,276,D1022.17,derived,Em1022,6,3,NO,18.88,3.47,root looked broken off
2,9,43,mix,17-Aug-17,16,267,D1022.17,derived,Em1022,4,3,NO,7.16,3.47,
2,9,42,1022-only,17-Aug-17,11,279,D1022.17,derived,Em1022,3,5,NO,7.32,3.61,
2,9,41,1022-only,17-Aug-17,3,270,D1022.17,derived,Em1022,4,7,NO,13.07,4.28,
2,9,41,1022-only,17-Aug-17,8,279,D1022.17,derived,Em1022,3,6,NO,6.47,5.03,
2,9,42,1022-only,17-Aug-17,13,270,D1022.17,derived,Em1022,4,7,NO,13.54,5.33,
2,9,43,mix,17-Aug-17,24,276,D1022.17,derived,Em1022,4,4,NO,15.57,5.41,
2,9,42,1022-only,17-Aug-17,6,276,D1022.17,derived,Em1022,6,13,YES(5),21.99,5.47,
2,9,42,1022-only,17-Aug-17,20,267,D1022.17,derived,Em1022,5,7,NO,15.03,5.48,
2,9,41,1022-only,17-Aug-17,5,267,D1022.17,derived,Em1022,3,6,NO,8.06,5.7,
2,9,42,1022-only,17-Aug-17,9,276,D1022.17,derived,Em1022,4,1,NO,15.06,7.5,
2,9,42,1022-only,17-Aug-17,2,267,D1022.17,derived,Em1022,4,4,NO,11.21,8.11,
2,9,42,1022-only,17-Aug-17,25,276,D1022.17,derived,Em1022,3,4,NO,15.02,8.12,
2,9,42,1022-only,17-Aug-17,10,267,D1022.17,derived,Em1022,3,6,NO,11.87,8.68,
2,9,43,mix,17-Aug-17,20,279,D1022.17,derived,Em1022,2,1,NO,1.64,NA,very little growth
2,9,42,1022-only,17-Aug-17,16,279,D1022.18,derived,Em1022,3,0,NO,4.84,0.61,
2,9,41,1022-only,17-Aug-17,15,270,D1022.18,derived,Em1022,3,1,NO,5.38,0.62,
2,9,42,1022-only,17-Aug-17,15,313,D1022.18,derived,Em1022,3,1,NO,3.61,0.77,
2,9,43,mix,17-Aug-17,21,267,D1022.18,derived,Em1022,3,2,NO,5.34,1.17,
2,9,43,mix,17-Aug-17,17,279,D1022.18,derived,Em1022,3,2,NO,3.36,1.25,
2,9,43,mix,17-Aug-17,25,267,D1022.18,derived,Em1022,4,4,NO,7.07,2.07,
2,9,43,mix,17-Aug-17,18,313,D1022.18,derived,Em1022,4,4,NO,7.01,2.12,
2,9,41,1022-only,17-Aug-17,23,313,D1022.18,derived,Em1022,4,3,NO,12.24,2.14,
2,9,41,1022-only,17-Aug-17,25,279,D1022.18,derived,Em1022,3,4,NO,8.63,2.39,
2,9,43,mix,17-Aug-17,12,313,D1022.18,derived,Em1022,3,6,NO,7.41,2.52,
2,9,41,1022-only,17-Aug-17,14,313,D1022.18,derived,Em1022,3,4,NO,8.86,2.54,
2,9,43,mix,17-Aug-17,19,276,D1022.18,derived,Em1022,5,1,NO,13.11,2.63,root looked broken off
2,9,41,1022-only,17-Aug-17,4,276,D1022.18,derived,Em1022,4,3,NO,8.21,2.93,
2,9,41,1022-only,17-Aug-17,18,267,D1022.18,derived,Em1022,4,4,NO,8.44,3.07,
2,9,41,1022-only,17-Aug-17,12,270,D1022.18,derived,Em1022,4,4,NO,8.41,3.07,
2,9,42,1022-only,17-Aug-17,17,270,D1022.18,derived,Em1022,4,6,YES(5),10.27,3.18,
2,9,42,1022-only,17-Aug-17,8,270,D1022.18,derived,Em1022,4,6,NO,13.22,4.25,
2,9,42,1022-only,17-Aug-17,19,270,D1022.18,derived,Em1022,5,8,NO,11.14,4.32,
2,9,41,1022-only,17-Aug-17,10,267,D1022.18,derived,Em1022,4,5,NO,12.21,4.53,
2,9,42,1022-only,17-Aug-17,21,267,D1022.18,derived,Em1022,4,4,NO,10.68,5.78,
2,9,42,1022-only,17-Aug-17,14,276,D1022.18,derived,Em1022,4,3,NO,15.31,7.97,
2,9,41,1022-only,17-Aug-17,19,276,D1022.18,derived,Em1022,4,3,NO,12.77,8.37,
2,9,42,1022-only,17-Aug-17,4,276,D1022.18,derived,Em1022,5,5,NO,17.55,9.79,
2,9,42,1022-only,17-Aug-17,3,279,D1022.18,derived,Em1022,1,0,NO,1.78,NA,very little growth
2,9,43,mix,17-Aug-17,22,279,D1022.18,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,10,50,1022-only,18-Aug-17,20,270,D1022.19,derived,Em1022,4,2,NO,6.95,0.69,
2,10,50,1022-only,18-Aug-17,7,279,D1022.19,derived,Em1022,3,2,NO,4.36,1.81,
2,10,47,1022-only,18-Aug-17,12,270,D1022.19,derived,Em1022,4,3,NO,7.96,2.03,
2,10,50,1022-only,18-Aug-17,19,270,D1022.19,derived,Em1022,4,4,NO,9.96,2.15,
2,10,50,1022-only,18-Aug-17,12,267,D1022.19,derived,Em1022,3,2,NO,6.46,2.45,
2,10,46,mix,18-Aug-17,18,313,D1022.19,derived,Em1022,3,3,NO,9.54,3.04,
2,10,47,1022-only,18-Aug-17,18,313,D1022.19,derived,Em1022,3,5,NO,9.42,3.14,
2,10,46,mix,18-Aug-17,26,313,D1022.19,derived,Em1022,3,3,NO,10.86,3.17,
2,10,50,1022-only,18-Aug-17,1,267,D1022.19,derived,Em1022,4,4,NO,13.82,3.28,
2,10,46,mix,18-Aug-17,23,279,D1022.19,derived,Em1022,3,4,NO,8.44,3.41,
2,10,50,1022-only,18-Aug-17,6,279,D1022.19,derived,Em1022,4,3,NO,10.18,3.53,
2,10,46,mix,18-Aug-17,22,279,D1022.19,derived,Em1022,4,5,NO,12.61,3.62,
2,10,46,mix,18-Aug-17,20,313,D1022.19,derived,Em1022,4,4,NO,15.61,3.81,
2,10,47,1022-only,18-Aug-17,25,279,D1022.19,derived,Em1022,3,3,NO,5.54,3.93,
2,10,50,1022-only,18-Aug-17,10,276,D1022.19,derived,Em1022,5,3,NO,10.42,4.34,
2,10,47,1022-only,18-Aug-17,13,313,D1022.19,derived,Em1022,4,9,NO,11.42,4.46,
2,10,46,mix,18-Aug-17,12,270,D1022.19,derived,Em1022,4,3,NO,13.77,4.58,
2,10,46,mix,18-Aug-17,17,267,D1022.19,derived,Em1022,4,3,NO,12.14,4.76,
2,10,47,1022-only,18-Aug-17,7,270,D1022.19,derived,Em1022,4,6,NO,14.62,6.76,
2,10,46,mix,18-Aug-17,19,267,D1022.19,derived,Em1022,4,3,NO,18.44,6.79,
2,10,47,1022-only,18-Aug-17,20,276,D1022.19,derived,Em1022,4,3,NO,9.56,8.07,
2,10,47,1022-only,18-Aug-17,11,276,D1022.19,derived,Em1022,3,3,NO,10.64,8.13,
2,10,46,mix,18-Aug-17,21,276,D1022.19,derived,Em1022,5,7,YES(5),19.44,8.44,
2,10,47,1022-only,18-Aug-17,9,267,D1022.19,derived,Em1022,4,4,NO,10.13,10.31,
2,10,46,mix,18-Aug-17,16,276,D1022.19,derived,Em1022,5,4,NO,17.04,10.49,
1,1,1,1022-only,31-Jul-17,19,279,D1022.2,derived,Em1022,2,0,NO,4.86,0.55,
1,1,5,mix,31-Jul-17,18,270,D1022.2,derived,Em1022,3,0,NO,2.94,0.59,
1,1,1,1022-only,31-Jul-17,13,270,D1022.2,derived,Em1022,4,6,NO,5.28,0.74,
1,1,3,1022-only,31-Jul-17,23,313,D1022.2,derived,Em1022,3,2,NO,7.44,1.13,
1,1,3,1022-only,31-Jul-17,2,276,D1022.2,derived,Em1022,4,0,NO,15.34,1.57,
1,1,1,1022-only,31-Jul-17,3,267,D1022.2,derived,Em1022,4,0,NO,10.93,1.9,
1,1,3,1022-only,31-Jul-17,5,313,D1022.2,derived,Em1022,3,2,NO,11.72,1.93,
1,1,1,1022-only,31-Jul-17,17,270,D1022.2,derived,Em1022,4,6,YES(5),10.72,2.18,
1,1,3,1022-only,31-Jul-17,25,267,D1022.2,derived,Em1022,4,0,NO,10.09,2.29,
1,1,5,mix,31-Jul-17,24,313,D1022.2,derived,Em1022,3,5,NO,9.57,2.4,
1,1,3,1022-only,31-Jul-17,7,279,D1022.2,derived,Em1022,3,5,NO,6.21,2.54,
1,1,1,1022-only,31-Jul-17,22,270,D1022.2,derived,Em1022,5,7,YES,17.4,2.84,
1,1,5,mix,31-Jul-17,16,313,D1022.2,derived,Em1022,3,7,YES(5),10.77,2.87,
1,1,3,1022-only,31-Jul-17,13,279,D1022.2,derived,Em1022,3,2,NO,5.3,2.96,
1,1,1,1022-only,31-Jul-17,16,267,D1022.2,derived,Em1022,4,6,NO,11.41,3.17,
1,1,5,mix,31-Jul-17,23,313,D1022.2,derived,Em1022,3,5,NO,11.11,3.95,
1,1,3,1022-only,31-Jul-17,18,267,D1022.2,derived,Em1022,3,2,NO,9.84,4.24,
1,1,3,1022-only,31-Jul-17,9,276,D1022.2,derived,Em1022,4,1,NO,7.4,4.75,
1,1,3,1022-only,31-Jul-17,1,276,D1022.2,derived,Em1022,5,5,NO,20.85,5.18,
1,1,5,mix,31-Jul-17,21,267,D1022.2,derived,Em1022,3,6,NO,14.23,5.22,
1,1,5,mix,31-Jul-17,20,279,D1022.2,derived,Em1022,4,4,NO,14.99,6.44,
1,1,1,1022-only,31-Jul-17,4,276,D1022.2,derived,Em1022,5,7,NO,23.72,8.15,
1,1,1,1022-only,31-Jul-17,11,276,D1022.2,derived,Em1022,5,8,NO,21.84,8.85,
1,1,1,1022-only,31-Jul-17,1,279,D1022.2,derived,Em1022,3,4,NO,10.55,10.04,
1,1,3,1022-only,31-Jul-17,21,270,D1022.2,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,10,50,1022-only,18-Aug-17,22,270,D1022.20,derived,Em1022,4,2,NO,4.66,0.57,
2,10,46,mix,18-Aug-17,25,270,D1022.20,derived,Em1022,4,1,NO,3.72,0.71,
2,10,50,1022-only,18-Aug-17,21,279,D1022.20,derived,Em1022,3,1,NO,5.31,0.91,
2,10,50,1022-only,18-Aug-17,26,279,D1022.20,derived,Em1022,2,3,NO,2.75,1,
2,10,50,1022-only,18-Aug-17,11,279,D1022.20,derived,Em1022,2,2,NO,3.13,1.19,
2,10,46,mix,18-Aug-17,13,313,D1022.20,derived,Em1022,3,2,NO,8.64,1.55,
2,10,47,1022-only,18-Aug-17,24,267,D1022.20,derived,Em1022,3,1,NO,7.88,1.63,
2,10,50,1022-only,18-Aug-17,18,279,D1022.20,derived,Em1022,3,2,NO,6.67,1.89,
2,10,47,1022-only,18-Aug-17,10,267,D1022.20,derived,Em1022,3,2,NO,7.69,1.95,
2,10,50,1022-only,18-Aug-17,24,276,D1022.20,derived,Em1022,3,4,NO,12.06,2.17,
2,10,47,1022-only,18-Aug-17,23,313,D1022.20,derived,Em1022,4,4,NO,8.92,2.47,
2,10,50,1022-only,18-Aug-17,8,313,D1022.20,derived,Em1022,3,6,YES(5),9.52,2.75,
2,10,50,1022-only,18-Aug-17,23,313,D1022.20,derived,Em1022,4,9,NO,13.87,2.93,
2,10,50,1022-only,18-Aug-17,2,313,D1022.20,derived,Em1022,3,6,NO,10.91,3,
2,10,50,1022-only,18-Aug-17,13,276,D1022.20,derived,Em1022,4,3,NO,9.77,3.38,
2,10,47,1022-only,18-Aug-17,14,270,D1022.20,derived,Em1022,3,8,NO,12.67,3.47,
2,10,47,1022-only,18-Aug-17,22,270,D1022.20,derived,Em1022,4,9,NO,12.77,3.94,
2,10,47,1022-only,18-Aug-17,19,267,D1022.20,derived,Em1022,3,4,NO,7.42,3.95,
2,10,50,1022-only,18-Aug-17,3,267,D1022.20,derived,Em1022,4,4,NO,13.03,4.03,
2,10,50,1022-only,18-Aug-17,4,270,D1022.20,derived,Em1022,3,7,NO,13.38,4.28,
2,10,50,1022-only,18-Aug-17,16,276,D1022.20,derived,Em1022,4,4,NO,11.33,4.48,
2,10,46,mix,18-Aug-17,24,279,D1022.20,derived,Em1022,3,5,NO,11.63,4.52,
2,10,47,1022-only,18-Aug-17,21,267,D1022.20,derived,Em1022,3,7,YES(5),9.68,5.16,
2,10,50,1022-only,18-Aug-17,9,276,D1022.20,derived,Em1022,5,4,NO,13.41,5.56,
2,10,47,1022-only,18-Aug-17,5,276,D1022.20,derived,Em1022,5,6,NO,19.71,11.43,
1,2,8,1022-only,01-Aug-17,22,279,D1022.3,derived,Em1022,2,1,NO,3.18,0.41,
1,2,10,1022-only,01-Aug-17,15,276,D1022.3,derived,Em1022,3,1,NO,6.44,0.76,
1,2,7,mix,01-Aug-17,10,270,D1022.3,derived,Em1022,1,0,NO,3.69,0.87,
1,2,7,mix,01-Aug-17,2,270,D1022.3,derived,Em1022,2,0,NO,4.52,1.04,
1,2,10,1022-only,01-Aug-17,17,279,D1022.3,derived,Em1022,2,1,NO,5.72,1.07,
1,2,10,1022-only,01-Aug-17,9,267,D1022.3,derived,Em1022,4,5,NO,10.5,1.2,
1,2,8,1022-only,01-Aug-17,15,270,D1022.3,derived,Em1022,3,1,NO,8.4,1.27,
1,2,10,1022-only,01-Aug-17,26,279,D1022.3,derived,Em1022,3,3,NO,6.56,1.3,
1,2,8,1022-only,01-Aug-17,18,267,D1022.3,derived,Em1022,3,1,NO,11.97,1.83,
1,2,10,1022-only,01-Aug-17,8,270,D1022.3,derived,Em1022,4,9,NO,9.69,2.32,
1,2,8,1022-only,01-Aug-17,13,313,D1022.3,derived,Em1022,3,3,NO,9.82,2.5,
1,2,7,mix,01-Aug-17,3,313,D1022.3,derived,Em1022,3,0,NO,13.91,2.73,
1,2,8,1022-only,01-Aug-17,26,276,D1022.3,derived,Em1022,4,3,NO,12.01,2.74,
1,2,10,1022-only,01-Aug-17,1,313,D1022.3,derived,Em1022,4,7,NO,14.58,2.98,
1,2,8,1022-only,01-Aug-17,1,267,D1022.3,derived,Em1022,3,4,NO,8.73,3.12,
1,2,7,mix,01-Aug-17,9,279,D1022.3,derived,Em1022,3,4,NO,10.92,3.38,
1,2,7,mix,01-Aug-17,8,276,D1022.3,derived,Em1022,4,8,YES(5),10.77,3.43,
1,2,8,1022-only,01-Aug-17,24,276,D1022.3,derived,Em1022,5,7,NO,19.3,3.53,
1,2,10,1022-only,01-Aug-17,10,270,D1022.3,derived,Em1022,4,7,YES(5),11.52,3.95,
1,2,7,mix,01-Aug-17,4,267,D1022.3,derived,Em1022,3,0,NO,7.26,4.21,
1,2,10,1022-only,01-Aug-17,21,313,D1022.3,derived,Em1022,4,8,NO,18.84,4.33,
1,2,10,1022-only,01-Aug-17,7,279,D1022.3,derived,Em1022,4,5,NO,12.24,4.35,
1,2,7,mix,01-Aug-17,14,313,D1022.3,derived,Em1022,4,6,NO,13.36,5.43,
1,2,10,1022-only,01-Aug-17,4,267,D1022.3,derived,Em1022,4,6,NO,13.37,5.5,
1,2,8,1022-only,01-Aug-17,20,276,D1022.3,derived,Em1022,5,8,NO,20.26,5.77,
1,2,7,mix,01-Aug-17,15,279,D1022.4,derived,Em1022,3,8,YES(5),7.85,1.34,
1,2,7,mix,01-Aug-17,7,279,D1022.4,derived,Em1022,3,3,NO,6.04,1.64,
1,2,10,1022-only,01-Aug-17,24,270,D1022.4,derived,Em1022,4,0,NO,7.65,1.67,
1,2,7,mix,01-Aug-17,5,267,D1022.4,derived,Em1022,2,0,NO,3.31,1.87,
1,2,7,mix,01-Aug-17,1,270,D1022.4,derived,Em1022,3,0,NO,6.62,1.99,
1,2,7,mix,01-Aug-17,6,313,D1022.4,derived,Em1022,2,0,NO,6.58,2.14,
1,2,10,1022-only,01-Aug-17,14,279,D1022.4,derived,Em1022,3,8,NO,9.77,2.32,
1,2,10,1022-only,01-Aug-17,19,313,D1022.4,derived,Em1022,4,7,YES(5),11.55,2.53,
1,2,10,1022-only,01-Aug-17,3,270,D1022.4,derived,Em1022,5,7,NO,13.42,2.71,
1,2,8,1022-only,01-Aug-17,8,279,D1022.4,derived,Em1022,3,7,YES(5),11.9,3.22,
1,2,10,1022-only,01-Aug-17,12,313,D1022.4,derived,Em1022,3,7,NO,13.96,3.56,
1,2,10,1022-only,01-Aug-17,22,313,D1022.4,derived,Em1022,3,2,NO,11.33,3.64,
1,2,8,1022-only,01-Aug-17,6,313,D1022.4,derived,Em1022,3,7,NO,14.8,3.79,
1,2,8,1022-only,01-Aug-17,12,267,D1022.4,derived,Em1022,3,6,NO,13.9,3.87,
1,2,8,1022-only,01-Aug-17,9,279,D1022.4,derived,Em1022,3,3,NO,8.72,4.2,
1,2,10,1022-only,01-Aug-17,2,270,D1022.4,derived,Em1022,5,10,NO,22.17,4.28,
1,2,8,1022-only,01-Aug-17,25,276,D1022.4,derived,Em1022,5,5,NO,15.8,4.33,
1,2,8,1022-only,01-Aug-17,23,267,D1022.4,derived,Em1022,4,5,NO,13.91,4.6,
1,2,8,1022-only,01-Aug-17,3,270,D1022.4,derived,Em1022,5,11,NO,21.44,4.65,
1,2,10,1022-only,01-Aug-17,13,267,D1022.4,derived,Em1022,4,10,NO,18.26,4.94,
1,2,7,mix,01-Aug-17,11,276,D1022.4,derived,Em1022,5,6,NO,15.45,4.98,
1,2,10,1022-only,01-Aug-17,25,276,D1022.4,derived,Em1022,6,4,NO,21.37,5.18,
1,2,8,1022-only,01-Aug-17,11,267,D1022.4,derived,Em1022,3,8,NO,12.25,5.66,
1,2,10,1022-only,01-Aug-17,20,276,D1022.4,derived,Em1022,4,3,NO,15.3,6.1,
1,2,10,1022-only,01-Aug-17,5,276,D1022.4,derived,Em1022,5,8,NO,17,6.49,
1,3,14,mix,02-Aug-17,11,276,D1022.5,derived,Em1022,5,4,YES(3),21.26,0.25,
1,3,11,1022-only,02-Aug-17,3,270,D1022.5,derived,Em1022,0,0,NO,1.12,0.33,"no root, just cotyledon"
1,3,12,1022-only,02-Aug-17,2,279,D1022.5,derived,Em1022,3,1,NO,4.31,0.58,
1,3,11,1022-only,02-Aug-17,25,313,D1022.5,derived,Em1022,3,2,NO,6.2,1.26,
1,3,11,1022-only,02-Aug-17,26,313,D1022.5,derived,Em1022,3,6,YES(5),7.04,1.32,
1,3,12,1022-only,02-Aug-17,20,270,D1022.5,derived,Em1022,4,3,NO,11.24,1.33,
1,3,12,1022-only,02-Aug-17,19,270,D1022.5,derived,Em1022,4,4,NO,9.64,1.75,
1,3,12,1022-only,02-Aug-17,7,267,D1022.5,derived,Em1022,4,3,NO,8.05,2.42,nods cluster
1,3,11,1022-only,02-Aug-17,14,267,D1022.5,derived,Em1022,4,4,NO,11.08,2.49,
1,3,11,1022-only,02-Aug-17,17,267,D1022.5,derived,Em1022,4,5,NO,13.31,2.78,
1,3,11,1022-only,02-Aug-17,4,276,D1022.5,derived,Em1022,4,4,NO,8.96,2.86,
1,3,12,1022-only,02-Aug-17,10,270,D1022.5,derived,Em1022,5,4,NO,12.92,3.14,
1,3,12,1022-only,02-Aug-17,8,313,D1022.5,derived,Em1022,3,6,NO,9.91,3.21,
1,3,12,1022-only,02-Aug-17,6,279,D1022.5,derived,Em1022,3,3,NO,6.81,3.42,
1,3,12,1022-only,02-Aug-17,18,313,D1022.5,derived,Em1022,3,4,NO,11.43,3.84,
1,3,12,1022-only,02-Aug-17,16,279,D1022.5,derived,Em1022,3,3,NO,9.31,4.06,"313 in notebook, but actually 279"
1,3,11,1022-only,02-Aug-17,2,279,D1022.5,derived,Em1022,4,3,NO,12.02,4.11,
1,3,12,1022-only,02-Aug-17,12,267,D1022.5,derived,Em1022,3,3,NO,9.19,4.53,
1,3,14,mix,02-Aug-17,1,276,D1022.5,derived,Em1022,5,3,NO,12.33,4.94,
1,3,12,1022-only,02-Aug-17,26,267,D1022.5,derived,Em1022,5,8,NO,15.09,5.88,
1,3,12,1022-only,02-Aug-17,4,276,D1022.5,derived,Em1022,4,2,NO,8.99,6.25,
1,3,12,1022-only,02-Aug-17,5,313,D1022.5,derived,Em1022,4,9,NO,18.15,6.9,nods v. large
1,3,14,mix,02-Aug-17,8,276,D1022.5,derived,Em1022,5,4,NO,17.57,7.63,
